drug_name,gene_symbol,action
Hydrocortisone acetate,HSD3B1,inhibitor
Hydrocortisone acetate,NR3C1,agonist
Hydrocortisone butyrate,ANXA1,agonist
Hydrocortisone butyrate,HSD11B2,inhibitor
Hydrocortisone butyrate,HSD3B1,inhibitor
Hydrocortisone butyrate,NR3C1,agonist
Hydrocortisone cypionate,ANXA1,unknown
Hydrocortisone cypionate,HSD11B2,unknown
Hydrocortisone cypionate,HSD3B1,unknown
Hydrocortisone cypionate,NR3C1,unknown
Hydrocortisone phosphate,ANXA1,unknown
Hydrocortisone phosphate,HSD11B2,unknown
Hydrocortisone phosphate,HSD3B1,unknown
Hydrocortisone phosphate,NR3C1,unknown
Hydrocortisone probutate,ANXA1,agonist
Hydrocortisone probutate,HSD11B2,inhibitor
Hydrocortisone probutate,HSD3B1,inhibitor
Hydrocortisone probutate,NR3C1,agonist
Hydrocortisone valerate,ANXA1,agonist
Hydrocortisone valerate,HSD11B2,inhibitor
Hydrocortisone valerate,HSD3B1,inhibitor
Hydrocortisone valerate,NR3C1,agonist
Hydroflumethiazide,ATP1A1,inducer
Hydroflumethiazide,CA1,inhibitor
Hydroflumethiazide,CA12,inhibitor
Hydroflumethiazide,CA2,inhibitor
Hydroflumethiazide,CA4,inhibitor
Hydroflumethiazide,CA7,inhibitor
Hydroflumethiazide,CA9,inhibitor
Hydroflumethiazide,KCNMA1,inducer
Hydroflumethiazide,SLC12A1,inhibitor
Hydrogen peroxide,PTPN1,inhibitor
Hydromethylthionine mesylate,MAPT,inhibitor
Hydromorphone,OPRD1,partial agonist
Hydromorphone,OPRK1,agonist
Hydromorphone,OPRM1,agonist
Hydroquinone,CYSLTR1,activator
Hydroquinone,ITGA2B,antagonist
Hydroquinone,ITGB3,antagonist
Hydroquinone,TYR,inhibitor
Hydroxocobalamin,AMN,other
Hydroxocobalamin,CUBN,other
Hydroxocobalamin,MMAA,other/unknown
Hydroxocobalamin,MMACHC,other/unknown
Hydroxocobalamin,MMUT,cofactor
Hydroxocobalamin,MTR,cofactor
Hydroxocobalamin,TCN1,other
Hydroxyaminovaline,MMP13,inhibitor
Hydroxyaminovaline,MMP3,inhibitor
Hydroxyamphetamine,DRD2,antagonist
Hydroxyamphetamine,DRD4,antagonist
Hydroxyamphetamine,TAAR1,modulator
Hydroxychloroquine,ACE2,modulator
Hydroxychloroquine,TLR7,antagonist
Hydroxychloroquine,TLR9,antagonist
Hydroxycitronellal,TRPM8,activator
Hydroxyfasudil,CLCN2,activator
Hydroxyfasudil,PKIA,unknown
Hydroxyfasudil,PRKACA,unknown
Hydroxyfasudil,ROCK1,inhibitor
Hydroxyprogesterone caproate,PGR,agonist
Hydroxyurea,RRM1,inhibitor
Hydroxyurea,RRM2,modulator
Hydroxyzine,HRH1,inverse agonist
Hydroxyzine,KCNH2,inhibitor
Hymenialdisine,CDK1,unknown
Hymenialdisine,CDK2,inhibitor
Hymenialdisine,CDK5,inhibitor
Hyoscyamine,ADCY1,inhibitor
Hyoscyamine,CHRM1,antagonist
Hyoscyamine,CHRM2,antagonist
Hyoscyamine,CHRM3,antagonist
Hyoscyamine,CHRM4,antagonist
Hyoscyamine,CHRM5,antagonist
Hyperforin,ALOX5,inhibitor
Hyperforin,NR1I2,unknown
Hyperforin,PTGS1,inhibitor
Hyperforin,PYGM,inhibitor
Hypericin,GSTA1,unknown
Hypericin,GSTP1,inhibitor
Hypothemycin,MAPK1,unknown
Hypoxanthine,PNP,inhibitor
Hypromellose,EPCAM,unknown
IC261,CSNK1A1,inhibitor
IC261,CSNK1E,inhibitor
IC261,CSNK1G2,unknown
ICA-105665,KCNQ1,unknown
ICA-105665,KCNQ2,unknown
ICA-105665,KCNQ3,unknown
ICA-105665,KCNQ4,unknown
ICA-105665,KCNQ5,unknown
ICI-164384,ESR1,inhibitor
ICI-164384,ESR2,inhibitor
IDD552,AKR1B1,inhibitor
IDD594,AKR1B1,inhibitor
INCB-9471,CCR5,antagonist
INCB13739,HSD11B1,unknown
INCB3284,CCR2,unknown
INCB7839,ADAM9,unknown
ING-1,EPCAM,unknown
INS 316,P2RY11,agonist
INS 316,P2RY2,unknown
INS 316,P2RY4,agonist
INS 316,P2RY6,agonist
IOWH-032,CFTR,inhibitor
IPI-493,HSP90AA1,inhibitor
IPI-549,PIK3CG,inhibitor
IRX-5183,RARA,agonist
ISF402,INS,unknown
ISIS 113715,PTPN1,unknown
ISIS 325568,GCGR,unknown
ISO-1 F-18,TMEM97,ligand
ISO24,SRC,inhibitor
ISS-1018,TLR9,unknown
IT-139,HSPA5,inhibitor
IT-139,MAPK8,inhibitor
Ibandronate,FDPS,inhibitor
Ibandronate,GGPS1,inhibitor
Iberdomide,CRBN,inhibitor
Ibipinabant,CNR1,antagonist
Ibodutant,TACR2,antagonist
Ibrigampar,PPARG,agonist;partial agonist
Ibrolipim,LPL,modulator
Ibrutinib,BTK,inhibitor
Ibudilast,PDE3A,inhibitor
Ibudilast,PDE4A,inhibitor
Ibudilast,PDE4B,inhibitor
Ibudilast,PDE4C,inhibitor
Ibudilast,PDE4D,inhibitor
Ibuprofen,BCL2,modulator
Ibuprofen,CFTR,inhibitor
Ibuprofen,CXCL8,inhibitor
Ibuprofen,CXCR1,inhibitor
Ibuprofen,CXCR2,inhibitor
Ibuprofen,FABP2,binder
Ibuprofen,GP1BA,inducer
Ibuprofen,PPARA,activator
Ibuprofen,PPARG,activator
Ibuprofen,PTGS1,inhibitor
Ibuprofen,PTGS2,inhibitor
Ibuprofen,S100A7,inducer
Ibuprofen,THBD,inducer
Ibuproxam,ALOX5,inhibitor
Ibuproxam,CXCR1,inhibitor
Ibuproxam,CXCR2,inhibitor
Ibutamoren,GHSR,modulator
Ibutilide,CACNA1C,activator
Ibutilide,CACNA2D1,activator
Ibutilide,CACNB1,activator
Ibutilide,CACNG1,activator
Ibutilide,KCNH2,inhibitor
Ibutilide,KCNH6,inhibitor
Ibutilide,KCNH7,inhibitor
Ibutilide,KCNJ11,inhibitor
Ibutilide,KCNK1,inhibitor
Ibutilide,KCNK6,inhibitor
Icariin,PDE5A,inhibitor
Icaritin,ESR1,modulator
Icenticaftor,CFTR,potentiator
Iclaprim,DHFR,inhibitor
Iclepertin,SLC6A9,inhibitor
Icosapent,ACSL4,inducer
Icosapent,ALOX5,substrate
Icosapent,FABP7,agonist
Icosapent,FADS1,agonist
Icosapent,FFAR1,agonist
Icosapent,PPARA,activator
Icosapent,PPARD,agonist
Icosapent,PPARG,agonist;regulator
Icosapent,PTGS1,inhibitor
Icosapent,PTGS2,inhibitor
Icosapent,SLC8A1,inhibitor
Icosapent,TRPV1,inducer
Icotinib,EGFR,antagonist
Icotrokinra,IL23R,antagonist
Idarubicin,TOP2A,inhibitor
Idarubicin,TOP2B,modulator
Idasanutlin,ERBB4,inhibitor
Idasanutlin,MDM2,modulator
Idelalisib,PIK3CD,inhibitor
Idoxifene,ESR1,modulator
Idoxuridine,TK1,inhibitor
Idraparinux,F10,inhibitor
Idrapril,ACE,inhibitor
Idronoxil,ENOX2,unknown
Idronoxil,SPHK1,modulator
Idronoxil,XIAP,modulator
Idroxioleic acid,SGMS1,modulator
Idroxioleic acid,SGMS2,modulator
Ifenprodil,CELA1,inhibitor
Ifenprodil,GRIN1,antagonist
Ifenprodil,GRIN2B,antagonist
Ifenprodil,KCNJ3,antagonist
Ifenprodil,KCNJ5,antagonist
Ifenprodil,KCNJ6,antagonist
Ifetroban,TBXA2R,antagonist
Ifidancitinib,JAK1,inhibitor
Ifidancitinib,JAK3,inhibitor
Ifosfamide,NR1I2,activator
Ilacirnon,CCR2,antagonist
Ilantimod,AHR,antagonist
Ilepatril,ACE,modulator
Ilepatril,MME,modulator
Ilginatinib,JAK2,modulator
Ilomastat,ACAN,unknown
Ilomastat,ADAM28,unknown
Ilomastat,MMP1,inhibitor
Ilomastat,MMP12,inhibitor
Ilomastat,MMP13,inhibitor
Ilomastat,MMP14,inhibitor
Ilomastat,MMP2,inhibitor
Ilomastat,MMP3,inhibitor
Ilomastat,MMP8,inhibitor
Ilomastat,MMP9,inhibitor
Iloperidone,ADRA1A,antagonist
Iloperidone,ADRA2A,antagonist
Iloperidone,ADRA2B,antagonist
Iloperidone,ADRA2C,antagonist
Iloperidone,ADRB1,antagonist
Iloperidone,ADRB2,antagonist
Iloperidone,DRD1,antagonist
Iloperidone,DRD2,antagonist
Iloperidone,DRD3,antagonist
Iloperidone,DRD4,antagonist
Iloperidone,DRD5,antagonist
Iloperidone,HRH1,antagonist
Iloperidone,HTR1A,antagonist
Iloperidone,HTR2A,antagonist
Iloperidone,HTR2C,antagonist
Iloperidone,HTR6,antagonist
Iloperidone,HTR7,antagonist
Iloprost,PDE4A,inducer
Iloprost,PDE4B,inducer
Iloprost,PDE4C,inducer
Iloprost,PDE4D,inducer
Iloprost,PLAT,other/unknown
Iloprost,PTGDR2,agonist
Iloprost,PTGER1,agonist
Iloprost,PTGER2,agonist
Iloprost,PTGIR,agonist
Ilorasertib,AURKA,modulator
Ilorasertib,AURKB,modulator
Ilorasertib,AURKC,modulator
Imagabalin,CACNA2D1,agonist
Imaradenant,ADORA2A,antagonist
Imatinib,ABL1,inhibitor
Imatinib,BCR,inhibitor
Imatinib,CSF1R,antagonist
Imatinib,DDR1,antagonist
Imatinib,DDR2,antagonist
Imatinib,KIT,antagonist
Imatinib,MCL1,other/unknown
Imatinib,PDGFRA,antagonist
Imatinib,PDGFRB,antagonist
Imatinib,RET,inhibitor
Imazodan,PDE2A,inhibitor
Imazodan,PDE3A,inhibitor
Imazodan,PDE5A,inhibitor
Imeglimin,PRKAA1,modulator
Imeglimin,PRKAB1,modulator
Imeglimin,PRKAG1,modulator
Imepitoin,TSPO,agonist
Imetelstat,PTGES3,unknown
Imetelstat,SCYL1,unknown
Imetelstat,SMG6,unknown
Imetelstat,TERT,inhibitor
Imexon,RRM1,unknown
Imexon,RRM2,unknown
Imidacloprid,CHRFAM7A,unknown
Imidafenacin,CHRM1,antagonist
Imidafenacin,CHRM2,antagonist
Imidafenacin,CHRM3,antagonist
Imidapril,ACE,modulator
Imidazole,AK2,unknown
Imidazole,CYCS,unknown
Imidazole,DMC1,unknown
Imidazole,GPHN,unknown
Imidazole,LTA4H,unknown
Imidazole,MB,unknown
Imidazole,MYO1E,unknown
Imidazole,NOS2,unknown
Imidazole,PIM1,unknown
Imidocarb,ACHE,inhibitor
Imiglitazar,PPARA,modulator
Imiglitazar,PPARG,modulator
Imino-Tryptophan,DAO,unknown
Imipramine,ADRA1A,antagonist
Imipramine,ADRA1B,antagonist
Imipramine,ADRA1D,antagonist
Imipramine,CHRM1,antagonist
Imipramine,CHRM2,antagonist
Imipramine,CHRM3,antagonist
Imipramine,CHRM4,antagonist
Imipramine,CHRM5,antagonist
Imipramine,DRD2,binder
Imipramine,DRD5,binder
Imipramine,HRH1,antagonist
Imipramine,HTR1A,activator
Imipramine,HTR2A,antagonist
Imipramine,HTR2C,antagonist
Imipramine,HTR6,binder
Imipramine,HTR7,antagonist
Imipramine,KCND2,inhibitor
Imipramine,KCND3,inhibitor
Imipramine,KCNH1,inhibitor
Imipramine,KCNH2,inhibitor
Imipramine,SLC6A2,inhibitor
Imipramine,SLC6A3,inhibitor
Imipramine,SLC6A4,inhibitor
Imiquimod,TLR7,agonist
Imiquimod,TLR8,agonist
Imirestat,AKR1B1,inhibitor
Imitrodast,TBXAS1,inhibitor
Imlunestrant,ESR1,degradation
Immucillin-G,PNP,inhibitor
Implitapide,MTTP,inhibitor
Impromidine,HRH1,antagonist
Impromidine,HRH2,agonist
Impromidine,HRH3,agonist
Impromidine,HRH4,agonist
Imrecoxib,PTGS1,inhibitor
Imrecoxib,PTGS2,inhibitor
Inarigivir soproxil,NOD2,modulator
Inavolisib,PIK3CA,degradation
Inavolisib,PIK3CG,inhibitor
Incadronic acid,CASP3,activator
Incadronic acid,CASP4,activator
Incadronic acid,CASP7,activator
Incadronic acid,FDPS,inhibitor
Incyclinide,MMP2,inhibitor
Indacaterol,ADRB2,agonist
Indanidine,ADRA2C,agonist
Indantadol,MAOA,inhibitor
Indantadol,MAOB,inhibitor
Indapamide,KCNQ1,blocker
Indapamide,SLC12A3,inhibitor
Indatraline,SLC6A2,inhibitor
Indatraline,SLC6A3,inhibitor
Indatraline,SLC6A4,inhibitor
Indecainide,SCN5A,inhibitor
Indeglitazar,NCOA1,unknown
Indeglitazar,PPARA,agonist
Indeglitazar,PPARD,agonist
Indeglitazar,PPARG,agonist
Indigo,AHR,binder
Indigotindisulfonic acid,ADRA2C,agonist
Indiplon,GABRA1,agonist
Indirubin,AHR,agonist
Indirubin,CYP1A1,substrate
Indirubin-3'-monoxime,AHR,agonist
Indirubin-3'-monoxime,AURKA,inhibitor
Indirubin-3'-monoxime,AURKB,inhibitor
Indirubin-3'-monoxime,AURKC,inhibitor
Indirubin-3'-monoxime,CDK1,binder
Indirubin-3'-monoxime,CDK2,inhibitor
Indirubin-3'-monoxime,CDK5,inhibitor
Indirubin-3'-monoxime,CDK5R1,unknown
Indirubin-3'-monoxime,GSK3B,unknown
Indirubin-5-sulphonate,CDK1,binder
Indirubin-5-sulphonate,CDK2,inhibitor
Indirubin-5-sulphonate,CDK5,inhibitor
Indirubin-5-sulphonate,PYGM,unknown
Indisulam,CA9,modulator
Indole-3-carbinol,NFKBIA,inhibitor
Indoleacetic acid,KYAT1,unknown
Indoleacetic acid,PLA2G2E,unknown
Indoleacetic acid,SKP1,unknown
Indolepropionic acid,PLA2G2E,unknown
Indomethacin,AKR1C3,inhibitor
Indomethacin,EIF2AK2,inducer
Indomethacin,GLO1,inhibitor
Indomethacin,PLA2G2A,inhibitor
Indomethacin,PPARA,agonist
Indomethacin,PPARG,activator
Indomethacin,PTGDR2,other/unknown
Indomethacin,PTGR2,inhibitor
Indomethacin,PTGS1,inhibitor
Indomethacin,PTGS2,inhibitor
Indoprofen,CXCR1,inhibitor
Indoprofen,CXCR2,inhibitor
Indoprofen,FABP1,inhibitor
Indoprofen,PKM,inhibitor
Indoprofen,PTGS1,inhibitor
Indoprofen,PTGS2,inhibitor
Indoramin,ADRA1A,antagonist
Indoramin,ADRA1D,inhibitor
Indoramin,ADRA2B,inhibitor
Indoramin,ADRA2C,inhibitor
Indotecan,TOP1,inhibitor
Indoximod,IDO1,inhibitor
Inecalcitol,VDR,agonist
Infigratinib,FGFR1,inhibitor
Infigratinib,FGFR2,inhibitor
Infigratinib,FGFR3,inhibitor
Infigratinib,FGFR4,inhibitor
Ingenol mebutate,PRKCA,ligand
Ingenol mebutate,PRKCD,ligand
Inhibitor Idd 384,AKR1B1,inhibitor
Inhibitor of P38 Kinase,MAPK14,inhibitor
Iniparib,PARP1,unknown
Inobrodib,CREBBP,inhibitor
Inobrodib,EP300,inhibitor
Inogatran,F2,modulator
Inosine,PNP,unknown
Inosinic Acid,ADSS1,unknown
Inosinic Acid,IMPDH1,inhibitor
Inosinic Acid,IMPDH2,inhibitor
Inosinic Acid,PYGM,inhibitor
Inositol,APP,inhibitor
"Inositol 1,3,4,5-Tetrakisphosphate",AKT1,inhibitor
"Inositol 1,3,4,5-Tetrakisphosphate",BTK,inhibitor
"Inositol 1,3,4,5-Tetrakisphosphate",CYTH2,unknown
"Inositol 1,3,4,5-Tetrakisphosphate",CYTH3,unknown
"Inositol 1,3,4,5-Tetrakisphosphate",DAPP1,unknown
"Inositol 1,3,4,5-Tetrakisphosphate",ITPKA,unknown
"Inositol 1,3,4,5-Tetrakisphosphate",PDPK1,unknown
"Inositol 1,3,4,5-Tetrakisphosphate",PLEKHA4,unknown
"Inositol 1,3-Bisphosphate",EEA1,unknown
"Inositol 2,4,5-trisphosphate",PLCD1,unknown
Inositol nicotinate,HCAR2,agonist
Inositol nicotinate,HCAR3,agonist
"Inositol-(1,3,4,5,6)-Pentakisphosphate",CYTH3,unknown
Intepirdine,HTR6,antagonist
Intoplicine,TOP1,modulator
Inupadenant,ADORA2A,antagonist
Iobenguane,SLC6A2,modulator
Iodide,CA1,inhibitor
Iodide,CA2,inhibitor
Iodine,SLC5A5,substrate
Iodipamide,ALB,binder
Iodo-Willardiine,GRIA2,unknown
Iodo-Willardiine,GRIK1,agonist
Ioflupane I-123,SLC6A3,modulator
Iofolastat I-123,FOLH1,inhibitor
Iopodic acid,DIO3,antagonist
Ipamorelin,GHSR,modulator
Ipatasertib,AKT1,inhibitor
Ipragliflozin,SLC5A2,modulator
Ipratropium,CHRM1,antagonist
Ipratropium,CHRM2,antagonist
Ipratropium,CHRM3,antagonist
Iproniazid,MAOA,inhibitor
Iproniazid,MAOB,inhibitor
Ipsapirone,HTR1A,agonist
Iptacopan,CFB,inhibitor
Iralukast,CYSLTR1,modulator
Irbesartan,AGTR1,antagonist
Irbesartan,JUN,other/unknown
Irdabisant,HRH3,antagonist
Irindalone,SLC6A4,inhibitor
Irinotecan,TOP1,inhibitor
Irinotecan,TOP1MT,inhibitor
Irofulven,CHEK2,modulator
Irofulven,FUBP1,unknown
Iron,AHSP,unknown
Iron,CP,unknown
Iron,EGLN1,unknown
Iron,FEN1,unknown
Iron,FTH1,unknown
Iron,FXN,unknown
Iron,HBA1,activator
Iron,HDAC8,cofactor
Iron,NEIL1,unknown
Iron,NEIL2,unknown
Iron,POLB,unknown
Iron,TF,unknown
Iron,TFRC,unknown
Iron (III) oxide adipate,SLC22A8,inhibitor
Iron Dextran,FTH1,other
Iron Dextran,FTL,other
Iron Dextran,HBA1,activator
Iron Dextran,HBB,activator
Irosustat,CA2,unknown
Irosustat,STS,inhibitor
Iroxanadine,HSPA1A,modulator
Iroxanadine,HSPA1B,modulator
Isatin,MAOB,inhibitor
Isatoribine,TLR7,agonist
Isavuconazole,CACNA1C,inhibitor
Isavuconazole,KCNA5,inhibitor
Isavuconazole,KCND3,inhibitor
Isavuconazole,KCNH2,inhibitor
Isavuconazole,KCNJ11,inhibitor
Isavuconazole,KCNJ6,inhibitor
Isavuconazole,KCNJ9,inhibitor
Isavuconazole,KCNQ1,inhibitor
Isavuconazole,SCN5A,inhibitor
Isoamyl alcohol,REN,inhibitor
Isobutyric acid,FFAR2,agonist
Isocarboxazid,MAOA,inhibitor
Isocarboxazid,MAOB,inhibitor
Isocitric Acid,ACO2,unknown
Isocitric Acid,IDH1,unknown
Isocitric Acid,IDH2,unknown
Isoconazole,CYP17A1,inhibitor
Isocyanomethane,MB,unknown
Isoetharine,ADRB1,agonist
Isoetharine,ADRB2,agonist
Isoflavone,PPARA,agonist
Isoflavone,PPARG,agonist
Isoflurane,ATP2C1,inhibitor
Isoflurane,ATP5F1D,unknown
Isoflurane,CALM3,other/unknown
Isoflurane,CHRNA4,antagonist
Isoflurane,CHRNB2,antagonist
Isoflurane,GABRA1,agonist
Isoflurane,GABRQ,positive allosteric modulator
Isoflurane,GLRA1,agonist
Isoflurane,GRIA1,antagonist
Isoflurane,KCNA1,inducer
Isoflurophate,ACHE,inhibitor
Isoflurophate,BCHE,inhibitor
Isoflurophate,TF,unknown
Isoformononetin,ALDH2,inhibitor
Isoleucine,ACADSB,unknown
Isoleucine,BCAT1,unknown
Isoleucine,BCAT2,unknown
Isoleucine,IARS1,unknown
Isoleucine,IARS2,unknown
Isometheptene,ADRA1A,agonist
Isometheptene,SLC18A2,inhibitor
Isonicotinic acid,HCAR2,inhibitor
Isopentyl Pyrophosphate,FDPS,inhibitor
Isoprenaline,ADRB1,agonist
Isoprenaline,ADRB2,agonist
Isoprenaline,ADRB3,agonist
Isoprenaline,IL12B,modulator
Isoprenaline,SOD1,stabilization
Isopropamide,CHRM3,antagonist
Isopropamide,CHRM4,antagonist
Isopropyl alcohol,GCH1,inhibitor
Isopropyl alcohol,HMOX1,inhibitor
Isopropyl alcohol,NOS3,inhibitor
Isopropyl alcohol,NR1H2,inhibitor
Isopropyl alcohol,PLA2G2A,inhibitor
Isopropyl alcohol,TNF,inhibitor
Isoquercetin,ACE,inhibitor
Isoquercetin,AKR1B1,inhibitor
Isorhamnetin,CYP1B1,inhibitor
Isosorbide,GUCY1B2,activator
Isosorbide dinitrate,NPR1,agonist
Isosorbide mononitrate,GUCY1A2,activator
Isospaglumic acid,GRM3,agonist
Isothipendyl,HRH1,antagonist
Isotretinoin,RARA,agonist;other/unknown
Isotretinoin,RARG,agonist
Ispinesib,KIF11,inhibitor
Ispronicline,CHRNA4,modulator
Ispronicline,CHRNB2,modulator
Isradipine,CACNA1C,inhibitor
Isradipine,CACNA1D,inhibitor
Isradipine,CACNA1H,inhibitor
Isradipine,CACNA1S,inhibitor
Isradipine,CACNA2D1,inhibitor
Isradipine,CACNA2D2,inhibitor
Isradipine,CACNB2,inhibitor
Istaroxime,ATP1A1,inhibitor
Istaroxime,ATP1A2,inhibitor
Istaroxime,ATP1A3,inhibitor
Istaroxime,ATP1B1,inhibitor
Istaroxime,ATP1B2,inhibitor
Istaroxime,ATP1B3,inhibitor
Istaroxime,ATP2A2,unknown
Istradefylline,ADORA1,antagonist
Istradefylline,ADORA2A,antagonist
Itacitinib,JAK1,inhibitor
Itacitinib,JAK2,inhibitor
Itacnosertib,ACVR1,inhibitor
Itacnosertib,TGFBR1,inhibitor
Itameline,CHRM1,agonist
Itanapraced,APH1A,modulator
Itanapraced,APH1B,modulator
Itanapraced,NCSTN,modulator
Itanapraced,PSEN1,modulator
Itanapraced,PSENEN,modulator
Itopride,ACHE,inhibitor
Itopride,DRD2,unknown
Itriglumide,CCKBR,antagonist
Iturelix,GNRHR,antagonist
Ivabradine,HCN2,inhibitor
Ivacaftor,CFTR,potentiator
Ivarmacitinib,JAK1,inhibitor
Ivosidenib,IDH1,inhibitor
Ixabepilone,TUBB3,inhibitor
Ixazomib,PSMB5,inhibitor
Izilendustat,EGLN1,inhibitor
Izonsteride,SRD5A1,modulator
Izonsteride,SRD5A2,modulator
JAB-3068,PTPN11,inhibitor
JNJ-17216498,HRH3,antagonist
JNJ-27390467,TPSB2,unknown
JNJ-28312141,FLT3,inhibitor
JNJ-28312141,KIT,inhibitor
JNJ-28312141,LCK,inhibitor
JNJ-28312141,NTRK3,inhibitor
JNJ-37822681,DRD2,antagonist
JNJ-38877605,MET,inhibitor
JNJ-39220675,HRH3,antagonist
JNJ-39393406,CHRNA7,modulator
JNJ-40411813,GRM2,modulator
JNJ-42165279,FAAH,inhibitor
JNJ-54175446,P2RX7,antagonist
JQ1,BRD4,inhibitor
JQ1,BRDT,inhibitor
JTC-801 free base,OPRL1,antagonist
Jaspisamide A,ACTA1,unknown
K-00546,ABL2,unknown
K-00546,CAMK4,unknown
K-00546,CDK1,inhibitor
K-00546,CDK2,inhibitor
K-00546,CLK3,unknown
K-00546,CSNK1G3,unknown
K-00546,FLT1,inhibitor
K-00546,SLK,unknown
K-252a,MAP2K1,unknown
K-252a,MET,unknown
K201 free base,ANXA5,unknown
KAI-1455,PRKCE,unknown
KAND567,CX3CR1,unknown
KB-141,THRA,unknown
KB-141,THRB,unknown
KB002,CSF2,unknown
KB002,CSF2RA,unknown
KB3305,NR3C1,inhibitor
KC706,MAPK11,unknown
KC706,MAPK12,unknown
KC706,MAPK13,unknown
KC706,MAPK14,unknown
KD3010,PPARD,unknown
KD7040,NOS2,unknown
KH064,PLA2G2A,inhibitor
KIN-3248,FGFR2,inhibitor
KIN-3248,FGFR3,inhibitor
KOS-2187,MLN,unknown
KOS-2187,MLNR,agonist
KW-2450 free base,IGF1R,inhibitor
KW-2450 free base,INSR,inhibitor
KW-6356,ADORA2A,antagonist
KX-2361,SRC,inhibitor
Kabiramide C,ACTA1,unknown
Kaempherol,AKR1B1,inhibitor
Kaempherol,ALOX15,inhibitor
Kaempherol,ALOX5,inhibitor
Kaempherol,AR,inhibitor
Kaempherol,CYP1B1,inhibitor
Kaempherol,GLO1,inhibitor
Kaempherol,HSD17B1,inhibitor
Kaempherol,UGT3A1,unknown
Kappadione,F10,agonist
Kappadione,F2,agonist
Kappadione,F7,agonist
Kappadione,F9,agonist
Kappadione,GGCX,agonist
Kappadione,PROC,agonist
Kappadione,PROS1,agonist
Kelatorphan,ANPEP,inhibitor
Kelatorphan,ENPEP,inhibitor
Kelatorphan,LTA4H,unknown
Ketamine,BCHE,inhibitor
Ketamine,CHRM5,binder
Ketamine,CHRNA7,antagonist
Ketamine,DRD2,agonist;partial agonist
Ketamine,GRIN3A,antagonist
Ketamine,HTR1F,antagonist
Ketamine,HTR2C,antagonist
Ketamine,HTR3A,potentiator
Ketamine,NOS1,inhibitor
Ketamine,OPRD1,binder
Ketamine,OPRK1,agonist
Ketamine,OPRM1,binder
Ketamine,SLC6A2,inhibitor
Ketamine,TACR1,antagonist
Ketanserin,HTR2A,inverse agonist
Ketazolam,GABRG3,ligand
Ketazolam,GABRQ,positive allosteric modulator
Ketobemidone,GRIN3B,antagonist
Ketobemidone,OPRD1,agonist
Ketobemidone,OPRK1,agonist
Ketobemidone,OPRM1,agonist
Ketoconazole,AR,binder
Ketoconazole,CYP17A1,inhibitor
Ketoconazole,CYP21A2,inhibitor
Ketoconazole,KCNH2,inhibitor
Ketoconazole,NR1I2,antagonist
Ketoconazole,NR1I3,antagonist
Ketodarolutamide,AR,antagonist
Ketoprofen,CXCR1,other
Ketoprofen,PTGS1,inhibitor
Ketoprofen,PTGS2,inhibitor
Ketorolac,PTGS1,inhibitor
Ketorolac,PTGS2,inhibitor
Ketotifen,HRH1,antagonist
Ketotifen,PGD,inhibitor
Kifunensine,MAN1B1,unknown
Kifunensine,MAN2A1,unknown
Kojic acid,TYR,inhibitor
Kynurenic Acid,AHR,unknown
Kynurenic Acid,GPR35,unknown
Kynurenic Acid,GRIN1,inhibitor
Kynurenic Acid,GRIN2A,inhibitor
Kynurenic Acid,GRIN2B,inhibitor
L-2-amino-3-butynoic acid,CTH,unknown
L-377202,TOP2A,modulator
L-377202,TOP2B,modulator
"L-709,587",FKBP1A,inhibitor
L-778123,FNTA,modulator
L-778123,FNTB,modulator
L-778123,PGGT1B,modulator
L-Alpha-Glycerophosphorylserine,ANXA5,unknown
L-Baclofen,GABBR1,agonist
L-Dilinoleoyllecithin,PCTP,unknown
L-Eflornithine,ODC1,unknown
L-Glutamine,CTPS1,antagonist;substrate
L-Glutamine,GLUL,product of
L-Glutamine,PPAT,substrate
L-Myo-Inositol-1-Phosphate,IMPA1,unknown
L-Phospholactate,PKM,unknown
L-Saccharopine,AASS,unknown
L-cysteic acid,CDC25B,inhibitor
L-cysteic acid,CTSL,inhibitor
L-cysteic acid,GLIPR2,unknown
L-cysteic acid,PTPN1,inhibitor
L-homoarginine,NOS3,inhibitor
L-methionine (R)-S-oxide,APP,inhibitor
L-methionine (S)-S-oxide,RAB5A,unknown
L-thioproline,ANXA5,unknown
L-tyrosinamide,BPHL,unknown
L-tyrosinamide,NPY,unknown
LAX-101,CASP1,unknown
LAX-101,PLD1,unknown
LB-100,PPP2CA,inhibitor
LCL-161,BIRC2,modulator
LCL-161,BIRC3,modulator
LCL-161,BIRC5,modulator
LCL-161,BIRC7,modulator
LCL-161,NAIP,modulator
LCL-161,XIAP,modulator
LFA703,ITGAL,inhibitor
LG-100268,RARA,agonist
LG-100268,RXRB,unknown
LGD-1550,JUN,unknown
LGD-1550,RARA,unknown
LGD-1550,RARB,unknown
LGD-1550,RARG,unknown
LGD-2226,AR,inhibitor
LGD-6972,GCGR,antagonist
LGD2941,AR,modulator
LGH-447,PIM2,modulator
LI-301,HTR1A,unknown
LI-301,OPRM1,unknown
LJP 1082,APOH,unknown
LNS-8801,GPER1,agonist
LX-2931,SGPL1,inhibitor
LX1031,TPH1,unknown
LY-2090314,GSK3A,modulator
LY-2090314,GSK3B,modulator
LY-2300559,CYSLTR1,modulator
LY-2300559,GRM2,modulator
LY-2334737,RRM2,modulator
