gene1,gene2,weight
HSPA12B,ISCU,0.524
HSPA12B,KANK3,0.483
HSPA12B,LRGUK,0.44
HSPA12B,MEN1,0.42
HSPA12B,METTL14,0.409
HSPA12B,MZF1,0.408
HSPA12B,NDC1,0.4
HSPA12B,NME8,0.432
HSPA12B,NUP107,0.434
HSPA12B,NUP133,0.424
HSPA12B,NUP153,0.433
HSPA12B,NUP155,0.4
HSPA12B,NUP160,0.4
HSPA12B,NUP188,0.4
HSPA12B,NUP205,0.418
HSPA12B,NUP210,0.407
HSPA12B,NUP214,0.418
HSPA12B,NUP35,0.4
HSPA12B,NUP37,0.445
HSPA12B,NUP42,0.424
HSPA12B,NUP43,0.419
HSPA12B,NUP50,0.41
HSPA12B,NUP54,0.435
HSPA12B,NUP58,0.405
HSPA12B,NUP62,0.405
HSPA12B,NUP85,0.409
HSPA12B,NUP88,0.4
HSPA12B,NUP93,0.449
HSPA12B,NUP98,0.457
HSPA12B,POM121,0.438
HSPA12B,POM121C,0.438
HSPA12B,RABL3,0.42
HSPA12B,RAE1,0.431
HSPA12B,RANBP2,0.508
HSPA12B,RNF113B,0.42
HSPA12B,RPS2,0.401
HSPA12B,RPS3,0.403
HSPA12B,RPS3A,0.471
HSPA12B,SEC13,0.435
HSPA12B,SEH1L,0.4
HSPA12B,SMIM12,0.433
HSPA12B,SSR4,0.407
HSPA12B,ST13,0.458
HSPA12B,TCP1,0.482
HSPA12B,TPR,0.418
HSPA12B,TRAP1,0.51
HSPA12B,TSC1,0.51
HSPA13,HSPA14,0.746
HSPA13,HSPA14-2,0.826
HSPA13,HSPA1A,0.566
HSPA13,HSPA1B,0.566
HSPA13,HSPA1L,0.568
HSPA13,HSPA2,0.559
HSPA13,HSPA4,0.758
HSPA13,HSPA4L,0.665
HSPA13,HSPA5,0.678
HSPA13,HSPA6,0.576
HSPA13,HSPA8,0.723
HSPA13,HSPA9,0.65
HSPA13,HSPBP1,0.475
HSPA13,HSPD1,0.531
HSPA13,HSPE1,0.667
HSPA13,HSPH1,0.576
HSPA13,HYOU1,0.422
HSPA13,ISCU,0.53
HSPA13,LIPH,0.426
HSPA13,LIPI,0.749
HSPA13,LRGUK,0.44
HSPA13,MEN1,0.425
HSPA13,MGAT5,0.413
HSPA13,MKKS,0.401
HSPA13,MSANTD4,0.476
HSPA13,NDC1,0.425
HSPA13,NME8,0.43
HSPA13,NUP107,0.46
HSPA13,NUP133,0.43
HSPA13,NUP153,0.446
HSPA13,NUP155,0.424
HSPA13,NUP160,0.416
HSPA13,NUP188,0.403
HSPA13,NUP205,0.428
HSPA13,NUP210,0.485
HSPA13,NUP214,0.438
HSPA13,NUP35,0.419
HSPA13,NUP37,0.471
HSPA13,NUP42,0.432
HSPA13,NUP43,0.585
HSPA13,NUP50,0.411
HSPA13,NUP54,0.462
HSPA13,NUP58,0.432
HSPA13,NUP62,0.407
HSPA13,NUP85,0.411
HSPA13,NUP88,0.409
HSPA13,NUP93,0.458
HSPA13,NUP98,0.442
HSPA13,PDIA3,0.414
HSPA13,PLA1A,0.472
HSPA13,PLEKHG4,0.547
HSPA13,POM121,0.438
HSPA13,POM121C,0.445
HSPA13,PQBP1,0.525
HSPA13,PRKDC,0.453
HSPA13,QKI,0.556
HSPA13,RABL3,0.425
HSPA13,RAE1,0.435
HSPA13,RANBP2,0.557
HSPA13,RBM11,0.524
HSPA13,RBM17,0.522
HSPA13,RBPMS,0.519
HSPA13,RNF113B,0.42
HSPA13,RNPC3,0.451
HSPA13,RPS2,0.429
HSPA13,RPS20,0.43
HSPA13,RPS3,0.43
HSPA13,SAMSN1,0.486
HSPA13,SEC13,0.444
HSPA13,SEC63,0.439
HSPA13,SEH1L,0.414
HSPA13,SGTA,0.424
HSPA13,SIL1,0.448
HSPA13,SMIM12,0.433
HSPA13,ST13,0.454
HSPA13,STIP1,0.715
HSPA13,TBRG1,0.417
HSPA13,TCP1,0.432
HSPA13,TIMM44,0.457
HSPA13,TM9SF3,0.433
HSPA13,TNF,0.578
HSPA13,TPR,0.427
HSPA13,TRAP1,0.542
HSPA13,TSC1,0.53
HSPA13,TSKU,0.427
HSPA13,UBE2K,0.46
HSPA13,UBE2S,0.4
HSPA13,UBQLN1,0.887
HSPA13,UBQLN2,0.99
HSPA13,UBQLN4,0.856
HSPA13,ZBTB21,0.402
HSPA14,HSPA1A,0.577
HSPA14,HSPA1B,0.578
HSPA14,HSPA1L,0.572
HSPA14,HSPA2,0.575
HSPA14,HSPA4,0.807
HSPA14,HSPA4L,0.672
HSPA14,HSPA5,0.639
HSPA14,HSPA6,0.604
HSPA14,HSPA8,0.592
HSPA14,HSPA9,0.678
HSPA14,HSPB7,0.42
HSPA14,HSPB9,0.429
HSPA14,HSPBP1,0.482
HSPA14,HSPD1,0.681
HSPA14,HSPE1,0.744
HSPA14,HSPH1,0.597
HSPA14,HYPK,0.498
HSPA14,ISCU,0.54
HSPA14,LONP1,0.433
HSPA14,LONP2,0.403
HSPA14,LRGUK,0.44
HSPA14,MEN1,0.436
HSPA14,MKKS,0.61
HSPA14,MZT2B,0.465
HSPA14,NDC1,0.464
HSPA14,NFAM1,0.548
HSPA14,NME8,0.43
HSPA14,NUP107,0.528
HSPA14,NUP133,0.461
HSPA14,NUP153,0.488
HSPA14,NUP155,0.475
HSPA14,NUP160,0.44
HSPA14,NUP188,0.432
HSPA14,NUP205,0.485
HSPA14,NUP210,0.446
HSPA14,NUP214,0.492
HSPA14,NUP35,0.492
HSPA14,NUP37,0.535
HSPA14,NUP42,0.444
HSPA14,NUP43,0.595
HSPA14,NUP50,0.527
HSPA14,NUP54,0.508
HSPA14,NUP58,0.482
HSPA14,NUP62,0.442
HSPA14,NUP85,0.46
HSPA14,NUP88,0.515
HSPA14,NUP93,0.486
HSPA14,NUP98,0.453
HSPA14,PGM1,0.679
HSPA14,POM121,0.438
HSPA14,POM121C,0.451
HSPA14,RABL3,0.428
HSPA14,RAE1,0.465
HSPA14,RANBP2,0.555
HSPA14,RCC2,0.46
HSPA14,RNF113B,0.42
HSPA14,RPL11,0.492
HSPA14,RPL23,0.452
HSPA14,RPL23A,0.437
HSPA14,RPL31,0.407
HSPA14,RPS15,0.46
HSPA14,RPS18,0.402
HSPA14,RPS19,0.401
HSPA14,RPS2,0.414
HSPA14,RPS20,0.405
HSPA14,RPS3,0.429
HSPA14,RPS3A,0.418
HSPA14,RWDD1,0.557
HSPA14,SEC13,0.479
HSPA14,SEC63,0.416
HSPA14,SEH1L,0.447
HSPA14,SIL1,0.413
HSPA14,SMC1A,0.435
HSPA14,SMIM12,0.437
HSPA14,ST13,0.454
HSPA14,STIP1,0.458
HSPA14,STUB1,0.402
HSPA14,TCP1,0.597
HSPA14,TNF,0.443
HSPA14,TPR,0.47
HSPA14,TRAP1,0.52
HSPA14,TSC1,0.523
HSPA14,TXNDC9,0.72
HSPA14,ZZZ3,0.41
HSPA14-2,HSPA4,0.574
HSPA14-2,HSPB9,0.445
HSPA14-2,HSPBP1,0.476
HSPA14-2,HSPD1,0.47
HSPA14-2,HSPE1,0.627
HSPA14-2,HSPH1,0.598
HSPA14-2,ISCU,0.545
HSPA14-2,LRGUK,0.44
HSPA14-2,MEN1,0.42
HSPA14-2,MKKS,0.626
HSPA14-2,NME8,0.43
HSPA14-2,RABL3,0.42
HSPA14-2,RCC2,0.468
HSPA14-2,RNF113B,0.42
HSPA14-2,RPL23A,0.408
HSPA14-2,RPS2,0.401
HSPA14-2,RPS3,0.403
HSPA14-2,SMIM12,0.433
HSPA14-2,TCP1,0.541
HSPA14-2,TRAP1,0.51
HSPA14-2,TSC1,0.51
HSPA1A,HSPA1B,0.994
HSPA1A,HSPA1L,0.705
HSPA1A,HSPA2,0.548
HSPA1A,HSPA4,0.866
HSPA1A,HSPA4L,0.743
HSPA1A,HSPA5,0.809
HSPA1A,HSPA6,0.824
HSPA1A,HSPA8,0.939
HSPA1A,HSPA9,0.807
HSPA1A,HSPB1,0.977
HSPA1A,HSPB2,0.799
HSPA1A,HSPB3,0.771
HSPA1A,HSPB6,0.439
HSPA1A,HSPB8,0.694
HSPA1A,HSPBP1,0.969
HSPA1A,HSPD1,0.665
HSPA1A,HSPE1,0.814
HSPA1A,HSPH1,0.865
HSPA1A,HTT,0.538
HSPA1A,IGFBP3,0.464
HSPA1A,IGFBP5,0.47
HSPA1A,IKBKB,0.452
HSPA1A,ISCU,0.523
HSPA1A,ITGB1,0.447
HSPA1A,JUN,0.469
HSPA1A,JUP,0.432
HSPA1A,KCNH2,0.429
HSPA1A,KLK3,0.441
HSPA1A,KLKB1,0.435
HSPA1A,KRT18,0.498
HSPA1A,LONP1,0.403
HSPA1A,LOX,0.422
HSPA1A,LRGUK,0.44
HSPA1A,LY96,0.438
HSPA1A,MAP1LC3A,0.444
HSPA1A,MAP1LC3B,0.405
HSPA1A,MAP2K2,0.406
HSPA1A,MAPK8IP3,0.448
HSPA1A,MED1,0.437
HSPA1A,MEN1,0.522
HSPA1A,MYC,0.543
HSPA1A,MYD88,0.485
HSPA1A,MYH9,0.534
HSPA1A,NCOA3,0.409
HSPA1A,NDC1,0.4
HSPA1A,NFKBIA,0.686
HSPA1A,NFU1,0.516
HSPA1A,NHLRC1,0.468
HSPA1A,NME8,0.43
HSPA1A,NQO1,0.566
HSPA1A,NR2E3,0.425
HSPA1A,NR3C1,0.746
HSPA1A,NR3C2,0.559
HSPA1A,NUP107,0.452
HSPA1A,NUP133,0.426
HSPA1A,NUP153,0.437
HSPA1A,NUP155,0.414
HSPA1A,NUP160,0.408
HSPA1A,NUP188,0.4
HSPA1A,NUP205,0.426
HSPA1A,NUP210,0.42
HSPA1A,NUP214,0.437
HSPA1A,NUP35,0.4
HSPA1A,NUP37,0.445
HSPA1A,NUP42,0.442
HSPA1A,NUP43,0.426
HSPA1A,NUP50,0.41
HSPA1A,NUP54,0.443
HSPA1A,NUP58,0.405
HSPA1A,NUP62,0.419
HSPA1A,NUP85,0.42
HSPA1A,NUP88,0.417
HSPA1A,NUP93,0.47
HSPA1A,NUP98,0.454
HSPA1A,OXSR1,0.457
HSPA1A,P4HA2,0.467
HSPA1A,P4HB,0.469
HSPA1A,PABPC1,0.865
HSPA1A,PACRG,0.469
HSPA1A,PDIA3,0.502
HSPA1A,PGAM1,0.642
HSPA1A,PGAM4,0.586
HSPA1A,PGLYRP1,0.401
HSPA1A,PGR,0.584
HSPA1A,PHB,0.499
HSPA1A,PHF21B,0.653
HSPA1A,PLEKHA4,0.429
HSPA1A,POM121,0.438
HSPA1A,POM121C,0.438
HSPA1A,POTEF,0.594
HSPA1A,PPARD,0.433
HSPA1A,PPID,0.528
HSPA1A,PPIG,0.506
HSPA1A,PPP1R15A,0.425
HSPA1A,PPP1R3C,0.429
HSPA1A,PRDX1,0.633
HSPA1A,PRKAA2,0.437
HSPA1A,PTBP1,0.478
HSPA1A,PTEN,0.459
HSPA1A,PTGES3,0.816
HSPA1A,RAB5A,0.442
HSPA1A,RABL3,0.42
HSPA1A,RACK1,0.555
HSPA1A,RAE1,0.436
HSPA1A,RANBP2,0.508
HSPA1A,RCOR3,0.533
HSPA1A,REL,0.455
HSPA1A,RNF113B,0.42
HSPA1A,RPL11,0.449
HSPA1A,RPL13A,0.441
HSPA1A,RPL18,0.436
HSPA1A,RPL23,0.432
HSPA1A,RPL23A,0.408
HSPA1A,RPL3,0.435
HSPA1A,RPL3L,0.435
HSPA1A,RPL4,0.43
HSPA1A,RPL5,0.426
HSPA1A,RPL8,0.432
HSPA1A,RPL9,0.437
HSPA1A,RPLP0,0.511
HSPA1A,RPS15,0.469
HSPA1A,RPS16,0.414
HSPA1A,RPS18,0.443
HSPA1A,RPS19,0.419
HSPA1A,RPS19BP1,0.4
HSPA1A,RPS2,0.524
HSPA1A,RPS20,0.513
HSPA1A,RPS27A,0.712
HSPA1A,RPS28,0.41
HSPA1A,RPS3,0.487
HSPA1A,RPS3A,0.465
HSPA1A,RPS5,0.43
HSPA1A,RPS6,0.415
HSPA1A,RPS6KB1,0.44
HSPA1A,RPS8,0.415
HSPA1A,RPS9,0.42
HSPA1A,RPSA,0.506
HSPA1A,RREB1,0.443
HSPA1A,S100A12,0.402
HSPA1A,S100A9,0.483
HSPA1A,SACS,0.552
HSPA1A,SAMM50,0.51
HSPA1A,SEC13,0.452
HSPA1A,SEH1L,0.401
HSPA1A,SERPINA3,0.474
HSPA1A,SERPINE1,0.427
HSPA1A,SERPINH1,0.596
HSPA1A,SIL1,0.487
HSPA1A,SIRT1,0.693
HSPA1A,SLC22A5,0.4
HSPA1A,SMARCA4,0.442
HSPA1A,SMIM12,0.433
HSPA1A,SOD1,0.44
HSPA1A,ST13,0.587
HSPA1A,STIP1,0.927
HSPA1A,STK11,0.423
HSPA1A,STUB1,0.785
HSPA1A,TBP,0.592
HSPA1A,TCP1,0.57
HSPA1A,TERT,0.469
HSPA1A,THBD,0.475
HSPA1A,TIMM44,0.555
HSPA1A,TLR2,0.576
HSPA1A,TLR4,0.574
HSPA1A,TNF,0.696
HSPA1A,TP53,0.754
HSPA1A,TPR,0.424
HSPA1A,TRAP1,0.597
HSPA1A,TSC1,0.552
HSPA1A,TSSK6,0.457
HSPA1A,TUBB,0.432
HSPA1A,TUBB2A,0.415
HSPA1A,TXN,0.574
HSPA1A,TXN2,0.549
HSPA1A,TXNL1,0.459
HSPA1A,UBA52,0.684
HSPA1A,UBB,0.669
HSPA1A,UBC,0.654
HSPA1A,UBE2D1,0.417
HSPA1A,UBE2M,0.419
HSPA1A,UCK2,0.451
HSPA1A,VARS1,0.426
HSPA1A,VCP,0.584
HSPA1A,VDAC2,0.543
HSPA1A,XBP1,0.59
HSPA1A,YBX1,0.985
HSPA1A,YWHAE,0.564
HSPA1A,YWHAZ,0.674
HSPA1B,HSPA1L,0.879
HSPA1B,HSPA2,0.873
HSPA1B,HSPA4,0.939
HSPA1B,HSPA4L,0.749
HSPA1B,HSPA5,0.882
HSPA1B,HSPA6,0.959
HSPA1B,HSPA8,0.947
HSPA1B,HSPA9,0.802
HSPA1B,HSPB1,0.939
HSPA1B,HSPB2,0.9
HSPA1B,HSPB3,0.89
HSPA1B,HSPB6,0.555
HSPA1B,HSPB8,0.716
HSPA1B,HSPBP1,0.995
HSPA1B,HSPD1,0.846
HSPA1B,HSPE1,0.845
HSPA1B,HSPH1,0.953
HSPA1B,HTT,0.629
HSPA1B,IGFBP3,0.461
HSPA1B,IGFBP5,0.45
HSPA1B,IKBKG,0.489
HSPA1B,IL10,0.423
HSPA1B,IL1B,0.492
HSPA1B,IL6,0.552
HSPA1B,INS,0.563
HSPA1B,INSIG2,0.537
HSPA1B,IRF1,0.409
HSPA1B,ISCU,0.523
HSPA1B,ITGB1,0.467
HSPA1B,JUN,0.588
HSPA1B,JUP,0.418
HSPA1B,KCNH2,0.595
HSPA1B,KDM1A,0.4
HSPA1B,KLK3,0.464
HSPA1B,KLKB1,0.423
HSPA1B,KRT18,0.508
HSPA1B,LDB3,0.485
HSPA1B,LONP1,0.418
HSPA1B,LOX,0.596
HSPA1B,LRGUK,0.44
HSPA1B,LRP1,0.579
HSPA1B,LRRK2,0.569
HSPA1B,LY96,0.487
HSPA1B,MAGOH,0.509
HSPA1B,MAP1LC3A,0.504
HSPA1B,MAP1LC3B,0.529
HSPA1B,MAP2K1,0.618
HSPA1B,MAP2K2,0.521
HSPA1B,MAP3K5,0.444
HSPA1B,MAPK14,0.445
HSPA1B,MAPK3,0.467
HSPA1B,MAPK8,0.925
HSPA1B,MAPK8IP3,0.442
HSPA1B,MAPK9,0.917
HSPA1B,MAPT,0.81
HSPA1B,MATR3,0.469
HSPA1B,MCL1,0.479
HSPA1B,MEN1,0.522
HSPA1B,METTL14,0.45
HSPA1B,METTL21A,0.406
HSPA1B,METTL3,0.435
HSPA1B,MRPL58,0.415
HSPA1B,MYC,0.64
HSPA1B,MYD88,0.856
HSPA1B,MYH9,0.616
HSPA1B,NCOA3,0.406
HSPA1B,NDC1,0.4
HSPA1B,NFKB1,0.494
HSPA1B,NFKBIA,0.601
HSPA1B,NFU1,0.515
HSPA1B,NFX1,0.56
HSPA1B,NHLRC1,0.441
HSPA1B,NME1,0.405
HSPA1B,NME8,0.43
HSPA1B,NQO1,0.588
HSPA1B,NR2E3,0.418
HSPA1B,NR3C1,0.935
HSPA1B,NR3C2,0.58
HSPA1B,NUP107,0.452
HSPA1B,NUP133,0.426
HSPA1B,NUP153,0.444
HSPA1B,NUP155,0.404
HSPA1B,NUP160,0.408
HSPA1B,NUP188,0.4
HSPA1B,NUP205,0.426
HSPA1B,NUP210,0.42
HSPA1B,NUP214,0.428
HSPA1B,NUP35,0.4
HSPA1B,NUP37,0.445
HSPA1B,NUP42,0.442
HSPA1B,NUP43,0.426
HSPA1B,NUP50,0.414
HSPA1B,NUP54,0.443
HSPA1B,NUP58,0.409
HSPA1B,NUP62,0.418
HSPA1B,NUP85,0.42
HSPA1B,NUP88,0.41
HSPA1B,NUP93,0.463
HSPA1B,NUP98,0.463
HSPA1B,OCA2,0.403
HSPA1B,OXSR1,0.5
HSPA1B,P4HA2,0.477
HSPA1B,P4HB,0.471
HSPA1B,PA2G4,0.423
HSPA1B,PACRG,0.469
HSPA1B,PARP1,0.475
HSPA1B,PDIA3,0.601
HSPA1B,PGAM1,0.653
HSPA1B,PGAM4,0.586
HSPA1B,PGLYRP1,0.409
HSPA1B,PGR,0.698
HSPA1B,PHB,0.653
HSPA1B,PHF21B,0.642
HSPA1B,PINK1,0.433
HSPA1B,PKM,0.496
HSPA1B,PLEKHA4,0.573
HSPA1B,PLG,0.445
HSPA1B,PLK1,0.419
HSPA1B,POM121,0.438
HSPA1B,POM121C,0.438
HSPA1B,POTEF,0.583
HSPA1B,PPARD,0.472
HSPA1B,PPIA,0.493
HSPA1B,PPID,0.665
HSPA1B,PPIG,0.515
HSPA1B,PPP1R15A,0.455
HSPA1B,PPP1R3C,0.407
HSPA1B,PRDX1,0.661
HSPA1B,PRKAA2,0.418
HSPA1B,PRKN,0.768
HSPA1B,PSMC5,0.434
HSPA1B,PSMD14,0.8
HSPA1B,PTBP1,0.479
HSPA1B,PTEN,0.52
HSPA1B,PTGES3,0.794
HSPA1B,PXDN,0.41
HSPA1B,PXDNL,0.404
HSPA1B,PXN,0.67
HSPA1B,PYCR2,0.408
HSPA1B,RAB5A,0.452
HSPA1B,RABL3,0.42
HSPA1B,RACK1,0.567
HSPA1B,RAD23A,0.435
HSPA1B,RAE1,0.445
HSPA1B,RAF1,0.407
HSPA1B,RANBP2,0.508
HSPA1B,RCOR1,0.433
HSPA1B,RCOR3,0.522
HSPA1B,RECQL4,0.533
HSPA1B,RELA,0.509
HSPA1B,RHOA,0.578
HSPA1B,RNF113B,0.42
HSPA1B,RPL11,0.446
HSPA1B,RPL13A,0.444
HSPA1B,RPL18,0.438
HSPA1B,RPL23,0.427
HSPA1B,RPL23A,0.407
HSPA1B,RPL3,0.435
HSPA1B,RPL3L,0.435
HSPA1B,RPL4,0.437
HSPA1B,RPL5,0.411
HSPA1B,RPL6,0.401
HSPA1B,RPL8,0.424
HSPA1B,RPL9,0.424
HSPA1B,RPLP0,0.51
HSPA1B,RPS15,0.463
HSPA1B,RPS16,0.421
HSPA1B,RPS18,0.457
HSPA1B,RPS19,0.427
HSPA1B,RPS19BP1,0.4
HSPA1B,RPS2,0.513
HSPA1B,RPS20,0.503
HSPA1B,RPS27A,0.443
HSPA1B,RPS28,0.401
HSPA1B,RPS3,0.487
HSPA1B,RPS3A,0.48
HSPA1B,RPS5,0.432
HSPA1B,RPS6,0.437
HSPA1B,RPS6KB1,0.511
HSPA1B,RPS8,0.407
HSPA1B,RPS9,0.571
HSPA1B,RPSA,0.51
HSPA1B,RREB1,0.437
HSPA1B,S100A9,0.492
HSPA1B,SACS,0.546
HSPA1B,SAMM50,0.501
HSPA1B,SEC13,0.452
HSPA1B,SEH1L,0.401
HSPA1B,SERPINA3,0.471
HSPA1B,SERPINE1,0.434
HSPA1B,SERPINH1,0.673
HSPA1B,SGTA,0.429
HSPA1B,SHC1,0.407
HSPA1B,SIL1,0.503
HSPA1B,SIRT1,0.729
HSPA1B,SMARCA4,0.445
HSPA1B,SMIM12,0.433
HSPA1B,SNCA,0.758
HSPA1B,SNRK,0.401
HSPA1B,SOD1,0.453
HSPA1B,SOD2,0.458
HSPA1B,SOD2-2,0.452
HSPA1B,SOX9,0.429
HSPA1B,SPRTN,0.51
HSPA1B,SQSTM1,0.431
HSPA1B,ST13,0.838
HSPA1B,STAB1,0.424
HSPA1B,STAT3,0.616
HSPA1B,STIP1,0.981
HSPA1B,STK11,0.513
HSPA1B,STOML2,0.597
HSPA1B,STUB1,0.979
HSPA1B,SUMO1,0.484
HSPA1B,SUMO2,0.626
HSPA1B,TACC3,0.522
HSPA1B,TBP,0.464
HSPA1B,TCERG1,0.447
HSPA1B,TCF7,0.45
HSPA1B,TCP1,0.574
HSPA1B,TERT,0.616
HSPA1B,THBD,0.462
HSPA1B,TIMM44,0.559
HSPA1B,TLR2,0.998
HSPA1B,TLR4,0.941
HSPA1B,TNF,0.773
HSPA1B,TOMM70,0.503
HSPA1B,TP53,0.971
HSPA1B,TP53BP1,0.467
HSPA1B,TPR,0.424
HSPA1B,TRAP1,0.636
HSPA1B,TSC1,0.565
HSPA1B,TSSK6,0.598
HSPA1B,TUBA4A,0.414
HSPA1B,TUBB,0.488
HSPA1B,TUBB2A,0.417
HSPA1B,TUBGCP2,0.433
HSPA1B,TXN,0.627
HSPA1B,TXN2,0.547
HSPA1B,TXNIP,0.545
HSPA1B,TXNL1,0.44
HSPA1B,UBE2D1,0.428
HSPA1B,UBE2M,0.589
HSPA1B,UBE3A,0.554
HSPA1B,UBL4A,0.405
HSPA1B,UBQLN2,0.504
HSPA1B,UCK2,0.437
HSPA1B,USP10,0.428
HSPA1B,USP11,0.531
HSPA1B,VARS1,0.411
HSPA1B,VCP,0.639
HSPA1B,VDAC2,0.544
HSPA1B,WDR76,0.54
HSPA1B,XBP1,0.637
HSPA1B,XIAP,0.418
HSPA1B,YBX1,0.991
HSPA1B,YWHAE,0.613
HSPA1B,YWHAZ,0.673
HSPA1L,HSPA2,0.533
HSPA1L,HSPA4,0.87
HSPA1L,HSPA4L,0.743
HSPA1L,HSPA5,0.847
HSPA1L,HSPA6,0.817
HSPA1L,HSPA8,0.753
HSPA1L,HSPA9,0.755
HSPA1L,HSPB1,0.647
HSPA1L,HSPB2,0.578
HSPA1L,HSPB3,0.552
HSPA1L,HSPB7,0.434
HSPA1L,HSPB8,0.639
HSPA1L,HSPBP1,0.641
HSPA1L,HSPD1,0.577
HSPA1L,HSPE1,0.768
HSPA1L,HSPH1,0.827
HSPA1L,IKBKB,0.408
HSPA1L,IRAK4,0.425
HSPA1L,ISCU,0.524
HSPA1L,KCNE1,0.446
HSPA1L,KCTD13,0.415
HSPA1L,KIR3DL1,0.438
HSPA1L,KPNA3,0.472
HSPA1L,LRGUK,0.44
HSPA1L,MAP3K1,0.661
HSPA1L,MAP3K7,0.659
HSPA1L,MAPK8,0.904
HSPA1L,MAPK9,0.906
HSPA1L,MEN1,0.522
HSPA1L,MLF2,0.498
HSPA1L,NDC1,0.4
HSPA1L,NFATC3,0.405
HSPA1L,NFKB1,0.549
HSPA1L,NFKBIA,0.434
HSPA1L,NFKBIB,0.506
HSPA1L,NME8,0.43
HSPA1L,NR3C1,0.985
HSPA1L,NR3C2,0.552
HSPA1L,NUP107,0.452
HSPA1L,NUP133,0.437
HSPA1L,NUP153,0.436
HSPA1L,NUP155,0.404
HSPA1L,NUP160,0.408
HSPA1L,NUP188,0.4
HSPA1L,NUP205,0.426
HSPA1L,NUP210,0.42
HSPA1L,NUP214,0.537
HSPA1L,NUP35,0.4
HSPA1L,NUP37,0.445
HSPA1L,NUP42,0.442
HSPA1L,NUP43,0.426
HSPA1L,NUP50,0.41
HSPA1L,NUP54,0.443
HSPA1L,NUP58,0.405
HSPA1L,NUP62,0.407
HSPA1L,NUP85,0.436
HSPA1L,NUP88,0.4
HSPA1L,NUP93,0.476
HSPA1L,NUP98,0.444
HSPA1L,OLR1,0.42
HSPA1L,PGR,0.556
HSPA1L,PLS3,0.434
HSPA1L,POM121,0.438
HSPA1L,POM121C,0.502
HSPA1L,PPP1CC,0.452
HSPA1L,PTGES3,0.673
HSPA1L,RAB5A,0.439
HSPA1L,RABL3,0.42
HSPA1L,RACK1,0.41
HSPA1L,RAE1,0.436
HSPA1L,RANBP2,0.599
HSPA1L,REL,0.455
HSPA1L,RELA,0.66
HSPA1L,RNF113B,0.42
HSPA1L,RPL11,0.422
HSPA1L,RPL18,0.401
HSPA1L,RPL23,0.472
HSPA1L,RPL23A,0.407
HSPA1L,RPL3,0.531
HSPA1L,RPL3L,0.436
HSPA1L,RPL4,0.413
HSPA1L,RPL5,0.411
HSPA1L,RPL6,0.412
HSPA1L,RPLP0,0.463
HSPA1L,RPS13,0.411
HSPA1L,RPS15,0.463
HSPA1L,RPS18,0.472
HSPA1L,RPS19BP1,0.4
HSPA1L,RPS2,0.497
HSPA1L,RPS20,0.491
HSPA1L,RPS28,0.401
HSPA1L,RPS3,0.474
HSPA1L,RPS3A,0.473
HSPA1L,RPS5,0.41
HSPA1L,RPS9,0.42
HSPA1L,RPSA,0.479
HSPA1L,SEC13,0.452
HSPA1L,SEH1L,0.401
HSPA1L,SIAH3,0.57
HSPA1L,SIL1,0.455
HSPA1L,SIRT1,0.583
HSPA1L,SLC11A1,0.498
HSPA1L,SLC25A6,0.463
HSPA1L,SMIM12,0.433
HSPA1L,SOD1,0.541
HSPA1L,ST13,0.626
HSPA1L,ST6GAL1,0.562
HSPA1L,STIP1,0.995
HSPA1L,STUB1,0.83
HSPA1L,TAB1,0.661
HSPA1L,TCP1,0.66
HSPA1L,TLR2,0.91
HSPA1L,TNF,0.508
HSPA1L,TNFAIP1,0.48
HSPA1L,TOMM7,0.429
HSPA1L,TOMM70,0.419
HSPA1L,TP53,0.826
HSPA1L,TPR,0.424
HSPA1L,TPT1,0.41
HSPA1L,TRAF2,0.63
HSPA1L,TRAP1,0.601
HSPA1L,TSC1,0.551
HSPA1L,UBL4A,0.405
HSPA1L,USP11,0.55
HSPA1L,ZBTB12,0.423
HSPA1L,ZPBP,0.459
HSPA1L,ZPBP2,0.467
HSPA2,HSPA4,0.804
HSPA2,HSPA4L,0.779
HSPA2,HSPA5,0.674
HSPA2,HSPA6,0.599
HSPA2,HSPA8,0.884
HSPA2,HSPA9,0.779
HSPA2,HSPB1,0.489
HSPA2,HSPB2,0.404
HSPA2,HSPB6,0.431
HSPA2,HSPBP1,0.882
HSPA2,HSPD1,0.591
HSPA2,HSPE1,0.618
HSPA2,HSPH1,0.905
HSPA2,ILK,0.446
HSPA2,ISCU,0.527
HSPA2,KCTD19,0.572
HSPA2,KRT8,0.409
HSPA2,LMNA,0.563
HSPA2,LMNB1,0.535
HSPA2,LRGUK,0.44
HSPA2,MAPK8,0.906
HSPA2,MAPK9,0.905
HSPA2,MEN1,0.529
HSPA2,MEPCE,0.425
HSPA2,MLF2,0.492
HSPA2,NDC1,0.4
HSPA2,NME8,0.43
HSPA2,NR3C1,0.667
HSPA2,NR3C2,0.56
HSPA2,NUP107,0.457
HSPA2,NUP133,0.43
HSPA2,NUP153,0.443
HSPA2,NUP155,0.403
HSPA2,NUP160,0.413
HSPA2,NUP188,0.401
HSPA2,NUP205,0.431
HSPA2,NUP210,0.423
HSPA2,NUP214,0.435
HSPA2,NUP35,0.407
HSPA2,NUP37,0.453
HSPA2,NUP42,0.447
HSPA2,NUP43,0.435
HSPA2,NUP50,0.414
HSPA2,NUP54,0.447
HSPA2,NUP58,0.41
HSPA2,NUP62,0.411
