gene1,gene2,weight
ITPR3,ATXN3,942
ITPR3,ORAI2,820
ITPR3,MFN2,843
ITPR3,RMDN3,778
ITPR3,VAPB,748
ITPR3,ATP2A2,908
ITPR3,CALM3,985
ITPR3,PRKACA,972
ITPR3,GNAQ,896
ITPR3,SIGMAR1,934
ITPR3,PLCD4,921
ITPR3,ITPR1,965
ITPR3,MICU2,729
ITPR3,AKT1,967
ITPR3,PLCE1,921
ITPR3,ATXN2,913
ITPR3,HSPA9,996
ITPR3,FBXL2,830
ITPR3,MRVI1,986
ITPR3,PLCB3,967
ITPR3,PLCD3,925
ITPR3,VDAC1,997
ITPR3,TMBIM4,814
ITPR3,PLCB1,946
ITPR3,HTT,863
ITPR3,ANK3,979
ITPR3,PPIF,904
ITPR3,AHCYL1,879
ITPR3,ITPR2,953
ITPR3,BCAP31,765
ITPR3,PLCZ1,943
ITPR3,ORAI1,880
ITPR3,ATXN3L,941
ITPR3,PDK4,817
ITPR3,ERN1,743
ITPR3,PRKACB,968
ITPR3,BANK1,734
ITPR3,CYCS,979
ITPR3,PSEN1,941
ITPR3,TRPC3,917
ITPR3,MICU1,769
ITPR3,PACS2,781
ITPR3,MCL1,760
ITPR3,TESPA1,828
ITPR3,CALML4,979
ITPR3,PLCD1,935
ITPR3,HOMER1,877
ITPR3,PLCB4,939
ITPR3,TOMM70,946
ITPR3,CALR,879
ITPR3,PLCG2,949
ITPR3,BCL2L1,942
ITPR3,ATXN2L,908
ITPR3,BCL2,993
ITPR3,STIM1,952
ITPR3,CAV1,827
ITPR3,GRB2,740
ITPR3,VDAC2,791
ITPR3,PRKCB,923
ITPR3,TRPC1,992
ITPR3,STIM2,741
ITPR3,ANK1,984
ITPR3,BECN1,987
ITPR3,TRPC6,803
GPRIN2,SRGAP2,858
GPRIN2,SRGAP3,850
GPRIN2,GTF2I,780
GPRIN2,DRD5,836
GPRIN2,UGT2B17,832
GPRIN2,NPY4R,735
GPRIN2,GRIN1,705
GPRIN2,NBPF1,841
GPRIN2,HYDIN,914
GPRIN2,NPEPPS,829
GPRIN2,GNAZ,743
MAN1C1,MAN1A1,907
MAN1C1,MAN1A2,906
MAN1C1,MAN1B1,941
MAN1C1,MAN2A2,828
MAN1C1,MGAT1,935
MAN1C1,MAN2A1,818
LDLRAP1,STN1,709
LDLRAP1,AP2B1,993
LDLRAP1,DAB2,862
LDLRAP1,LDLR,993
LDLRAP1,GC,739
LDLRAP1,PCSK9,808
LDLRAP1,APOB,926
LDLRAP1,APOE,731
LDLRAP1,CUBN,727
LDLRAP1,CLTC,853
LDLRAP1,LRP2,980
PTPN20,FRMPD2,951
MACO1,SYN1,744
TMEM50A,LEPROTL1,920
TMEM50A,RHCE,948
TMEM50A,LEPROT,932
DLG3,DLGAP2,872
DLG3,GPSM2,858
DLG3,TJAP1,911
DLG3,NLGN2,883
DLG3,GRIN2B,998
DLG3,GRIN2A,998
DLG3,SHANK1,778
DLG3,ERBB4,758
DLG3,FYN,705
DLG3,GRIA2,789
DLG3,NCALD,818
DLG3,CASK,728
DLG3,CADM1,787
DLG3,GRIN1,879
DLG3,SYNGAP1,946
DLG3,NBEA,963
DLG3,LRFN2,944
DLG3,GRIN2C,872
DLG3,SCRIB,908
DLG3,GDA,901
DLG3,GRIA1,815
DLG3,NRXN1,717
DLG3,LLGL1,939
DLG3,UBE3A,913
DLG3,DLG2,984
DLG3,DLGAP3,835
DLG3,HOMER1,707
DLG3,CALM1,840
DLG3,CADM3,802
DLG3,NLGN4Y,848
DLG3,NLGN1,892
DLG3,SHANK3,759
DLG3,NEDD4L,922
DLG3,NRXN2,713
DLG3,NLGN3,885
DLG3,GRIK2,884
DLG3,FBXO45,716
DLG3,EXOC4,724
DLG3,CACNG2,900
DLG3,GRIK5,726
DLG3,NEFL,765
DLG3,PTK2B,771
DLG3,DLG1,974
DLG3,KCNA3,713
DLG3,DLG4,997
DLG3,NLGN4X,863
DLG3,LIN7A,771
DLG3,SHANK2,744
DLG3,DLGAP1,887
DLG3,DLGAP4,857
DLG3,LLGL2,887
DLG3,NEDD4,946
GDF5,BMP2,896
GDF5,NOG,997
GDF5,FRZB,764
GDF5,CHRDL2,745
GDF5,BMPR1B,999
GDF5,ACVR2A,986
GDF5,ACVR2B,985
GDF5,TLR4,725
GDF5,ASPN,786
GDF5,CHRD,971
GDF5,AMHR2,764
GDF5,ACAN,714
GDF5,UQCC1,867
GDF5,NBL1,923
GDF5,MATN3,765
GDF5,BMPR2,995
GDF5,TGFBR3,709
GDF5,BMPR1A,998
GDF5,BMP7,714
GDF5,RGMA,926
GDF5,CTDSP2,750
GDF5,CXCR4,938
GDF5,GREM2,877
GDF5,HJV,915
GDF5,NEO1,826
GDF5,PAEP,906
GDF5,ACVR1,821
GDF5,IHH,771
GDF5,HSPA4,736
GDF5,GREM1,755
GDF5,HSP90AA1,766
GDF5,RGMB,922
CLIC4,CLIC5,857
CLIC4,SMAD3,711
CLIC4,EZR,739
CLIC4,CLIC2,853
CLIC4,HIVEP2,897
CLIC4,TPRN,871
CLIC4,PPM1A,751
CLIC4,CLIC6,801
CLIC4,HRH3,770
UQCC1,GDF5,867
UQCC1,UQCRB,701
UQCC1,BCS1L,712
UQCC1,UQCC3,704
UQCC1,MT-CYB,824
UQCC1,UQCC2,963
UQCC1,COX20,701
UQCC1,LYRM7,742
ALOX5,ALOX15,914
ALOX5,PLA2G2D,733
ALOX5,ALOX12,914
ALOX5,LTA4H,992
ALOX5,CYP2C19,953
ALOX5,LOX,788
ALOX5,PTGS2,973
ALOX5,PLA2G12A,713
ALOX5,CYP4F2,930
ALOX5,CYP2C8,924
ALOX5,PTGS1,970
ALOX5,GPX3,940
ALOX5,GPX7,937
ALOX5,CYP2E1,920
ALOX5,ALOX5AP,998
ALOX5,PLA2G4C,742
ALOX5,CYSLTR1,782
ALOX5,ALOX15B,916
ALOX5,CYP2C9,955
ALOX5,PLA2G2F,701
ALOX5,CYP4F8,911
ALOX5,CYP4A22,906
ALOX5,PLA2G2A,810
ALOX5,LTB4R,722
ALOX5,PLA2G4A,925
ALOX5,PLA2G6,750
ALOX5,COTL1,989
ALOX5,PLA2G3,731
ALOX5,CYP2J2,937
ALOX5,PLA2G5,718
ALOX5,ALOX12B,912
ALOX5,MAPKAPK2,890
ALOX5,CYP4A11,922
ALOX5,CYP2B6,917
ALOX5,CYP2U1,910
ALOX5,PLA2G10,798
ALOX5,PLA2G1B,752
ALOX5,GPX8,937
ALOX5,GPX5,937
ALOX5,LTC4S,986
ALOX5,GPX2,939
ALOX5,GPX6,937
ALOX5,CYP4F3,934
ALOX5,IL18,819
RCAN3,PPP3R1,893
RCAN3,PPP3CC,908
RCAN3,PPP3CB,968
RCAN3,PPP3CA,943
RCAN3,TNNI3,745
NIPAL3,MAGT1,789
OR13A1,GNAL,758
KIF4A,PLK1,821
KIF4A,NCAPG,934
KIF4A,PBK,938
KIF4A,NEK2,858
KIF4A,CDC45,730
KIF4A,SPC25,761
KIF4A,BRCA2,725
KIF4A,CDC25C,798
KIF4A,DLGAP5,962
KIF4A,KIF15,917
KIF4A,BUB1B,968
KIF4A,FAM83D,828
KIF4A,ANLN,782
KIF4A,FOXM1,897
KIF4A,AURKB,942
KIF4A,MKI67,871
KIF4A,TRIP13,760
KIF4A,SKA3,813
KIF4A,KIF14,921
KIF4A,KIF11,952
KIF4A,CDCA3,927
KIF4A,CENPF,879
KIF4A,CCNB1,931
KIF4A,AURKA,885
KIF4A,RAD51AP1,795
KIF4A,CDC20,941
KIF4A,HMMR,877
KIF4A,BUB1,952
KIF4A,DTL,728
KIF4A,PRC1,995
KIF4A,NCAPG2,798
KIF4A,CDKN3,803
KIF4A,SMC2,774
KIF4A,CCNB2,864
KIF4A,NUF2,911
KIF4A,TTK,921
KIF4A,KIF2C,947
KIF4A,TOP2A,915
KIF4A,BIRC5,925
KIF4A,KIF20B,717
KIF4A,RRM2,927
KIF4A,ESPL1,777
KIF4A,CEP55,951
KIF4A,KIF4B,869
KIF4A,CDCA5,887
KIF4A,NDC80,821
KIF4A,PTTG1,786
KIF4A,CCNA2,895
KIF4A,SKA1,744
KIF4A,MAD2L1,726
KIF4A,TPX2,965
KIF4A,KIF18A,812
KIF4A,INCENP,748
KIF4A,ECT2,820
KIF4A,HJURP,918
KIF4A,CENPE,957
KIF4A,KIF20A,992
KIF4A,SHCBP1,738
KIF4A,CKAP2L,843
KIF4A,CDCA8,932
KIF4A,CDCA2,933
KIF4A,PDZD11,822
KIF4A,TROAP,836
KIF4A,KIF23,955
KIF4A,NEIL3,750
KIF4A,KIFC1,776
KIF4A,NUSAP1,924
KIF4A,DEPDC1,797
KIF4A,CDK1,911
KIF4A,NCAPH,945
KIF4A,RAD51,803
KIF4A,ERCC6L,727
KIF4A,UBE2C,905
KIF4A,SPAG5,887
KIF4A,KIF22,833
KIF4A,TK1,718
KIF4A,NCAPD2,725
KIF4A,ASPM,952
KIF4A,RACGAP1,907
KIF4A,MCM10,706
KIF4A,CENPA,906
KIF4A,CENPM,741
KIF4A,MELK,964
KIF4A,CIT,809
KIF4A,ZWINT,848
KIF4A,KIF18B,901
KIF4A,SMC4,725
MDH1B,FH,807
MDH1B,GOT2,844
MDH1B,SUCLG1,792
MDH1B,PKLR,729
MDH1B,DYTN,751
MDH1B,CS,874
MDH1B,SUCLA2,712
MDH1B,IDH2,712
LPAR1,GNB1,937
LPAR1,GDPD3,749
LPAR1,GNG2,944
LPAR1,LPAR3,938
LPAR1,CHRM2,910
LPAR1,GNG7,747
LPAR1,GNG10,724
LPAR1,LPAR5,987
LPAR1,F2R,945
LPAR1,GDPD1,785
LPAR1,ENPP2,917
LPAR1,LPAR4,994
LPAR1,GNAI3,920
LPAR1,LPAR2,953
LPAR1,GNA13,962
LPAR1,GNAQ,997
LPAR1,GNB4,704
LPAR1,F2,905
LPAR1,LPAR6,992
LPAR1,CHRM1,916
LPAR1,GNAS,940
LPAR1,CXCL8,743
LPAR1,ADGRE2,969
LPAR1,GNAI2,928
LPAR1,ADGRE5,973
LPAR1,GNA12,995
LPAR1,AGT,920
LPAR1,GNAI1,997
LPAR1,GPR78,810
EIF6,EIF4A1,843
EIF6,GNL2,993
EIF6,EBNA1BP2,989
EIF6,RPL30,998
EIF6,LLPH,849
EIF6,EIF5A2,763
EIF6,NIP7,985
EIF6,PA2G4,994
EIF6,RRP15,883
EIF6,RRP1,928
EIF6,RPL26L1,902
EIF6,NOP53,701
EIF6,PES1,988
EIF6,RPL4,997
EIF6,TMA16,814
EIF6,MOV10,777
EIF6,RPL8,995
EIF6,TEX48,833
EIF6,RPL23A,995
EIF6,RPL17,985
EIF6,NIFK,969
EIF6,EIF4H,754
EIF6,MED1,879
EIF6,FBL,811
EIF6,FTSJ1,797
EIF6,RPL10A,962
EIF6,EIF2S3,760
EIF6,UBA52,976
EIF6,RPS6,813
EIF6,EIF3B,867
EIF6,RPL26,987
EIF6,EIF5,826
EIF6,DNAJC21,750
EIF6,RPL22L1,881
EIF6,DDX54,737
EIF6,RPL24,995
EIF6,RPL37A,995
EIF6,RPL9,993
EIF6,RPL18,993
EIF6,EIF4E,755
EIF6,RRS1,812
EIF6,RPL7,985
EIF6,RPS24,811
EIF6,RPL11,995
EIF6,NSA2,993
EIF6,MRPL11,782
EIF6,SDAD1,931
EIF6,MRPL4,860
EIF6,MRPL13,815
EIF6,RPL36,994
EIF6,RPL6,996
EIF6,MRPL2,863
EIF6,AKNAD1,874
EIF6,RPL7A,994
EIF6,RPL27A,992
EIF6,MRTO4,995
EIF6,GNL1,875
EIF6,NOP58,724
EIF6,RPL13,993
EIF6,NLE1,896
EIF6,RPP38,756
EIF6,RPL35,994
EIF6,RACK1,963
EIF6,RPL15,994
EIF6,SBDS,859
EIF6,RPL7L1,875
EIF6,RPS19,875
EIF6,RPL23,997
EIF6,KCTD19,846
EIF6,DDX55,877
EIF6,AGO2,813
EIF6,MRPL3,890
EIF6,MAK16,949
EIF6,RPL5,997
EIF6,BOP1,989
EIF6,RPS12,752
EIF6,RPL19,995
EIF6,RPS16,900
EIF6,SIL1,750
EIF6,RPL10,928
EIF6,EIF4A2,772
EIF6,RPL34,997
EIF6,RSL1D1,955
EIF6,LSG1,995
EIF6,DDX18,966
EIF6,ZNF622,992
EIF6,IFI35,889
EIF6,FTSJ3,981
EIF6,GTPBP4,998
EIF6,NOC3L,960
EIF6,RPL12,858
EIF6,WDR12,989
EIF6,SNU13,844
EIF6,EIF3H,832
EIF6,EPRS1,738
EIF6,MRM2,784
EIF6,BRIX1,962
EIF6,RPL38,994
EIF6,EIF1,823
EIF6,RPL39,980
EIF6,RPL13A,980
EIF6,RPL10L,981
EIF6,RPL17-C18orf32,896
EIF6,RPL36A-HNRNPH2,795
EIF6,BCCIP,868
EIF6,MRPL1,784
EIF6,RSRC1,715
EIF6,HMGN4,799
EIF6,RPLP0,979
EIF6,RPL32,986
EIF6,MRPL22,867
EIF6,RSL24D1,995
EIF6,EFL1,908
EIF6,RPL36A,957
EIF6,NPSR1,857
EIF6,NMD3,997
EIF6,RPL22,978
EIF6,MDN1,815
EIF6,RPL29,990
EIF6,RPL27,989
EIF6,CUL7,896
EIF6,MRPL24,867
EIF6,RPL3L,917
EIF6,RPS3,755
EIF6,WDR74,989
EIF6,MRPL16,769
EIF6,EIF5A,769
EIF6,ANKZF1,812
EIF6,NOC2L,977
EIF6,EIF3J,732
EIF6,HSPBP1,764
EIF6,SRP54,702
EIF6,RPF2,984
EIF6,PPAN,797
EIF6,EIF3C,789
EIF6,GNL3,947
EIF6,RPL37,978
EIF6,RPF1,983
EIF6,NHP2,794
EIF6,RPL35A,994
EIF6,ABCE1,720
EIF6,GNL3L,912
EIF6,RPL28,891
EIF6,DOCK4,904
EIF6,EIF2S2,729
EIF6,EIF5B,827
EIF6,RPL31,999
EIF6,FLT3LG,860
EIF6,NSUN6,883
EIF6,RPL3,990
EIF6,NOP2,948
EIF6,RRP1B,953
EIF6,EEF2,765
EIF6,EIF5AL1,726
EIF6,WDR18,929
EIF6,EIF4G1,775
EIF6,HMGN2,803
EIF6,RPL18A,999
EIF6,RPL36AL,961
EIF6,FANCE,783
EIF6,ZNF593,991
EIF6,HMGN1,800
EIF6,RPL39L,894
EIF6,ITGB4,817
EIF6,EIF3I,807
EIF6,RETREG1,759
EIF6,RPL21,993
EIF6,RPL14,996
MUSK,DAG1,748
MUSK,RAPSN,991
MUSK,ACHE,865
MUSK,CHRNG,786
MUSK,LRP4,999
MUSK,COLQ,985
MUSK,CHRND,767
MUSK,CHRNE,848
MUSK,PDZRN3,756
MUSK,UTRN,817
MUSK,CHRNB1,796
MUSK,BCHE,748
MUSK,CHRNA1,709
MUSK,AGRN,999
MUSK,SYNE1,867
MUSK,DOK7,998
MUSK,DVL1,913
RASGEF1A,RIOX1,797
RASGEF1A,RIOK1,796
RASGEF1A,TGFBRAP1,790
RASGEF1A,SBNO1,812
CSGALNACT2,CHPF2,936
CSGALNACT2,B3GAT3,967
CSGALNACT2,CHPF,959
CSGALNACT2,CSGALNACT1,944
CSGALNACT2,CHST7,702
CSGALNACT2,CHSY1,943
CSGALNACT2,CHSY3,924
BAK1,CAPN1,948
BAK1,C6,720
BAK1,BCL2L1,999
BAK1,C9,720
BAK1,MCL1,998
BAK1,TSPAN33,721
BAK1,SLC25A31,736
BAK1,SLC25A5,738
BAK1,AFDN,720
BAK1,SPG7,743
BAK1,TRAF2,727
BAK1,BECN1,761
BAK1,SLC25A4,748
BAK1,BCL2,999
BAK1,TMBIM6,918
BAK1,BIK,799
BAK1,VDAC2,882
BAK1,C8B,724
BAK1,BID,999
BAK1,C5,720
BAK1,PPIF,794
BAK1,C7,720
BAK1,ERN1,769
BAK1,CYCS,975
BAK1,PMAIP1,823
BAK1,TP53,997
BAK1,BBC3,923
BAK1,BAD,729
BAK1,CAPN2,915
BAK1,CD34,756
BAK1,PLEKHA7,720
BAK1,BCL2L11,998
BAK1,C8A,720
BAK1,DIABLO-2,858
BAK1,BCL2A1,983
BAK1,VDAC1,899
BAK1,BCL2L10,759
BAK1,ADAM10,720
BAK1,MFN1,787
BAK1,BCL2L2,959
BAK1,APAF1,745
BAK1,PDZD11,722
BAK1,MFN2,780
BAK1,BAX,996
SVEP1,VWF,857
CNR2,GNB1,921
CNR2,ZC3H12D,910
CNR2,GPR55,793
CNR2,IL17C,704
CNR2,GNAI1,909
CNR2,GNG2,831
CNR2,GPR18,823
CNR2,CNR1,981
CNR2,FAAH,886
CNR2,GJE1,806
RAB41,VPS39,761
FUCA1,AK2,726
FUCA1,GLB1,776
FUCA1,ALPL,703
FUCA1,PGM1,830
FUCA1,PGD,768
FUCA1,FUCA2,928
FUCA1,PGM2,726
HMGCL,HMGCR,869
HMGCL,ACAT2,950
HMGCL,SUCLG1,899
HMGCL,ATP6V1B1,839
HMGCL,IDH3A,865
HMGCL,HADHA,738
HMGCL,HMGCS2,990
HMGCL,HADHB,970
HMGCL,ECHDC2,717
HMGCL,BDH2,962
HMGCL,ACADVL,704
HMGCL,HMGCLL1,936
HMGCL,ACLY,889
HMGCL,BCAT2,843
HMGCL,BCAT1,820
HMGCL,ACAA2,966
HMGCL,MCCC1,749
HMGCL,BDH1,976
HMGCL,ACAT1,972
HMGCL,ATP6V1B2,845
HMGCL,PCCB,877
HMGCL,PCCA,745
HMGCL,IDH3B,866
HMGCL,ACAA1,965
HMGCL,ECHS1,765
HMGCL,SUCLG2,869
HMGCL,ACOX1,762
HMGCL,CLN3,893
HMGCL,DLST,838
HMGCL,ACO2,861
HMGCL,ADHFE1,713
HMGCL,HMGCS1,987
HMGCL,SUCLA2,864
HMGCL,OXCT2,972
HMGCL,AACS,962
HMGCL,AUH,982
HMGCL,CS,916
HMGCL,DLAT,840
HMGCL,OXCT1,979
HMGCL,MCCC2,906
HMGCL,MVK,871
HMGCL,ACO1,860
HMGCL,IDH3G,876
EDEM2,TRPC4AP,804
EDEM2,SEL1L,769
EDEM2,OS9,778
EDEM2,EDEM1,918
EDEM2,TXNDC11,966
EDEM2,ERLEC1,753
EDEM2,CANX,897
EDEM2,MAN2A1,815
EDEM2,EDEM3,958
EDEM2,XBP1,773
EDEM2,MAN2C1,717
EDEM2,CALR,770
LYPLA2,PLAAT3,921
LYPLA2,PLB1,926
LYPLA2,GAP43,818
LYPLA2,PNPLA7,902
LYPLA2,GPCPD1,943
LYPLA2,PNPLA6,920
PHF1,H4C6,707
PHF1,SUZ12,992
PHF1,H3C3,939
PHF1,RBBP4,938
PHF1,RBBP7,972
PHF1,MAPT,772
PHF1,EED,971
PHF1,H3C13,985
PHF1,PHF19,963
PHF1,TP53,802
PHF1,H3C12,987
PHF1,EZH2,998
PHF1,H3-4,982
PHF1,H3-3B,833
PHF1,H3C6,918
PHF1,EPOP,993
PHF1,MBTD1,741
PHF1,H3-2,965
PHF1,JAZF1,714
PHF1,H3C8,934
PHF1,H3C11,934
PHF1,H3C15,908
PHF1,H3C7,934
PHF1,H3C14,911
PHF1,MTF2,963
PHF1,AEBP2,974
PHF1,H3C2,934
PHF1,H3C10,934
PHF1,MEAF6,828
PHF1,JARID2,982
PHF1,LCOR,900
PHF1,H3C4,911
PHF1,EZH1,940
PHF1,H3C1,955
TXN,PTPN1,849
TXN,ERP44,895
TXN,APEX1,983
TXN,COPS5,839
TXN,SRXN1,818
TXN,RRM1,856
TXN,PRDX5,981
TXN,PTGES2,725
TXN,GP5,958
TXN,GPX5,909
TXN,NLRP3,853
TXN,GPX8,914
TXN,MSRA,953
TXN,DNAJC10,776
TXN,SOD1,876
TXN,TXNIP,999
TXN,NQO1,819
TXN,GPX6,909
TXN,INS,847
TXN,GCLC,744
TXN,TXNRD1,999
TXN,GPX2,938
TXN,PDIA2,822
TXN,CASP3,857
TXN,GAPDH,824
TXN,RRM2,885
TXN,GLRX2,808
TXN,SELENOF,765
TXN,NFKB1,983
TXN,HSP90AA1,724
TXN,FOXO4,813
TXN,GLRX,966
TXN,MSRB1,757
TXN,GPX4,764
TXN,PRDX6,818
TXN,MSRB2,853
TXN,TXNRD2,894
TXN,NXNL1,760
TXN,TXN2,967
TXN,HSPE1,810
TXN,TP53,899
TXN,EP300,819
TXN,HSP90AB1,713
TXN,SELENOT,840
TXN,CYCS,735
TXN,NFE2L2,741
TXN,DPYSL2,706
TXN,GLRX5,828
TXN,PDIA6,761
TXN,TXNDC12,795
TXN,PRDX4,889
TXN,PRDX3,846
TXN,KEAP1,771
TXN,PRDX2,981
TXN,NME8,747
TXN,EGFR,742
TXN,AKT1,765
TXN,GPX7,916
TXN,GPX3,925
TXN,CHCHD4,720
TXN,GSTO1,722
TXN,GSR,916
TXN,SELENOW,781
TXN,SOD2,728
TXN,QSOX1,799
TXN,TMPRSS15,704
TXN,NXN,836
TXN,PDIA3,849
TXN,PRDX1,990
TXN,ENO1,713
TXN,HSPA5,724
TXN,RRM2B,811
TXN,TXNRD3,942
TXN,HMOX1,774
TXN,CD36,872
TXN,TXNDC9,738
TXN,TXNDC17,847
TXN,SELENOP,813
TXN,ERP29,739
TXN,MAP3K5,999
TXN,QSOX2,776
TXN,SOD2-2,706
TXN,TMX1,858
BMS1,RPS6,995
BMS1,UTP15,999
BMS1,WDR75,999
BMS1,DDX54,892
BMS1,RPS8,992
BMS1,RTCA,978
BMS1,RRP12,982
BMS1,CCDC105,776
BMS1,DIMT1,971
BMS1,DKC1,710
BMS1,NIFK,809
BMS1,EXOSC5,830
BMS1,C1orf131,805
BMS1,HEATR1,999
BMS1,UTP4,999
BMS1,FBL,991
BMS1,EEF1A1,759
BMS1,DDX52,901
BMS1,NIP7,767
BMS1,RPS5,995
BMS1,PUM3,882
BMS1,TEX10,718
BMS1,DCAF13,998
BMS1,RRP1,814
BMS1,RPS28,993
BMS1,NOP56,999
BMS1,RPL4,878
BMS1,PNO1,991
BMS1,PES1,947
BMS1,RPS7,993
BMS1,RPS4X,952
BMS1,UTP6,999
BMS1,NOP53,851
BMS1,EXOSC8,883
BMS1,EBNA1BP2,889
BMS1,GCC1,879
BMS1,GNL2,979
BMS1,RRP36,841
BMS1,DDX27,926
BMS1,RPS17,811
BMS1,RIOK1,815
BMS1,MTREX,973
BMS1,DHX32,803
BMS1,CD74,834
BMS1,NGDN,998
BMS1,RBM28,986
BMS1,FBLL1,919
BMS1,KRR1,999
BMS1,MAK16,886
BMS1,WDR46,999
BMS1,RPS16,995
BMS1,NVL,770
BMS1,RPS12,934
BMS1,BOP1,940
BMS1,EXOSC7,810
BMS1,DDX18,996
BMS1,RPS18,989
BMS1,LSG1,917
BMS1,RSL1D1,996
BMS1,BYSL,999
BMS1,RPP38,903
BMS1,DDX47,743
BMS1,SURF6,767
BMS1,KRI1,921
BMS1,UTP14C,978
BMS1,RPS19,983
BMS1,RPL7L1,726
BMS1,POLR1A,938
BMS1,UTP23,824
BMS1,DDX55,753
BMS1,DHX15,960
BMS1,EXOSC4,813
BMS1,KCTD19,891
BMS1,ESF1,912
BMS1,RPS4Y2,767
BMS1,MRTO4,889
BMS1,NOP9,863
BMS1,MRPS11,782
BMS1,UTP14A,998
BMS1,NOP58,999
BMS1,NOC4L,998
BMS1,RRP8,855
BMS1,RRS1,939
BMS1,IMP3,997
BMS1,MRPS12,845
BMS1,RPS27L,895
BMS1,RPS24,993
BMS1,MCC,886
BMS1,SDAD1,947
BMS1,NOL11,942
BMS1,UTP11,997
BMS1,CEBPZ,939
BMS1,RPL3L,845
BMS1,WDR74,706
BMS1,UTP20,999
BMS1,RPS27A,903
BMS1,DQX1,797
BMS1,TSR1,976
BMS1,RPS3A,994
BMS1,RPS13,995
BMS1,DNTTIP2,996
BMS1,TBL3,999
BMS1,RSL24D1,740
BMS1,WDR36,999
BMS1,EEF1A2,758
BMS1,FAU,852
BMS1,PDCD11,999
BMS1,POLR1B,852
BMS1,DDX49,733
BMS1,RPS19BP1,829
BMS1,NMD3,710
BMS1,BRIX1,908
BMS1,UTP3,999
BMS1,RPS23,994
BMS1,MYBBP1A,808
BMS1,RRP9,998
BMS1,RPS9,994
BMS1,NCOA6,880
BMS1,NOM1,862
BMS1,ARL6IP1,772
BMS1,EXOSC3,820
BMS1,RPS15A,973
BMS1,DDX24,874
BMS1,FTSJ3,963
BMS1,RRP7A,998
BMS1,RCL1,999
BMS1,GTPBP4,943
BMS1,NOC3L,873
BMS1,GRWD1,888
BMS1,PWP2,998
BMS1,SNU13,995
BMS1,WDR12,887
BMS1,EXOSC2,838
BMS1,RPS14,989
BMS1,POLR3B,840
BMS1,MRPS7,795
BMS1,URB1,744
BMS1,NOL7,805
BMS1,MRPS15,777
BMS1,DHX37,946
BMS1,NOL12,738
BMS1,EXOSC1,895
BMS1,NAT10,999
BMS1,IMP4,999
BMS1,C1D,832
BMS1,BUD23,765
BMS1,DDX10,944
BMS1,UTP18,999
BMS1,RRP1B,774
BMS1,NOP2,863
BMS1,WDR3,999
BMS1,AATF,998
BMS1,PWP1,875
BMS1,FCF1,998
BMS1,EMG1,997
BMS1,NOP14,999
BMS1,DIS3,710
BMS1,NHP2,772
BMS1,RPF1,836
BMS1,NOL10,999
BMS1,GNL3L,814
BMS1,SRFBP1,829
BMS1,RPS27,979
BMS1,MPHOSPH10,999
BMS1,LTV1,922
BMS1,LYAR,788
BMS1,RPL3,869
BMS1,NSUN6,801
BMS1,NOL6,999
BMS1,WDR43,999
BMS1,NOC2L,967
BMS1,EXOSC9,830
BMS1,NOB1,955
BMS1,DDX56,827
BMS1,RPS4Y1,767
BMS1,RBM19,996
BMS1,PPAN,731
BMS1,POLR3A,789
BMS1,RPF2,927
BMS1,RIOK2,869
BMS1,EXOSC10,992
BMS1,H3BN98_HUMAN,769
BMS1,GNL3,849
BMS1,LOC102724159,984
BMS1,MRNIP,845
BMS1,RPS11,992
BMS1,DDX31,866
P2RY4,P2RX6,809
P2RY4,P2RX1,888
P2RY4,P2RX4,756
P2RY4,P2RX5,802
P2RY4,P2RY12,756
P2RY4,P2RX2,867
P2RY4,P2RX3,778
P2RY4,PPAN,827
P2RY4,P2RY13,762
AWAT1,ELOVL1,718
AWAT1,ELOVL2,865
AWAT1,SLC27A1,843
AWAT1,FABP4,744
AWAT1,DGAT1,781
AWAT1,ELOVL3,855
PALM2AKAP2,PRKACG,709
PALM2AKAP2,PRKACB,843
PALM2AKAP2,AKAP1,734
PALM2AKAP2,PRKACA,929
IGBP1,VCAM1,910
IGBP1,ITGB1,709
IGBP1,MADCAM1,828
IGBP1,MTOR,953
IGBP1,CCT7,732
IGBP1,CCT2,717
IGBP1,PPP2CA,999
IGBP1,AKT1S1,907
IGBP1,RPTOR,942
IGBP1,COL4A3,781
IGBP1,ITGA4,755
IGBP1,TIPRL,875
IGBP1,CCT6A,778
IGBP1,MLST8,938
IGBP1,COL4A5,809
IGBP1,PPP4C,988
IGBP1,CHRNA4,809
IGBP1,MID2,805
IGBP1,DEPTOR,906
IGBP1,COL4A4,860
IGBP1,PPP2CB,999
IGBP1,MID1,954
IGBP1,PPP6C,995
PTPN3,EPS15,739
PTPN3,MAPK12,970
PTPN3,PTS,861
PTPN3,VCP,792
EDA,PAX9,780
EDA,EDARADD,959
EDA,EDA2R,996
EDA,WNT10A,922
EDA,EDAR,999
EDA,PLN,726
ID3,TCF12,817
ID3,PAX5,821
ID3,TCF4,906
ID3,TCF3,951
ID3,ID1,871
EPB41L4B,ARHGEF18,958
EPB41L4B,TAAR1,850
EPB41L4B,PRKCI,914
EPB41L4B,PRKCZ,925
BMPR2,BMP10,999
BMPR2,AMHR2,916
BMPR2,CHRD,718
BMPR2,BMP4,999
BMPR2,TGFB2,761
BMPR2,TGFBR1,722
BMPR2,ACVR2B,951
BMPR2,FST,720
BMPR2,TRPC5,907
BMPR2,INHBB,970
